ID,Category,Language,Genre,Genre2,Pubdate,Author_Last,Author_First,Author_First_Reviewed,Author_Last_Reviewed,Work_Title,Translation,PubHouse,Prize,WinnerShortlist,Author_Gender,Author_Nationality,token_count,total_characters,protagonist_concentration,avg_sentence_length,avg_word_length,tuldava_score,event_count,speed_avg,circuitousness,speed_min,volume,goodreads_avg,total_ratings,goodreads_URL,Probability1P
"2011_Pitre,Brant_JesusandtheJewishRoots_HIST.txt",NON,English,HIST,,2011,Pitre,Brant,Brant,Pitre,JesusandtheJewishRoots,,,,,M,US,67090,33,0.466226138,26.32012554,4.36814767,4.563676362,701,-2.2679,0.078724,-2.3466,-2.7789,4.58,2360,https://www.goodreads.com/search?q=+Jesusandthe+Jewish+Roots,0
"2011_Preston,Douglas_ColdVengeance_BS.txt",FIC,English,BS,,2011,Douglas,Preston,Preston,Douglas,ColdVengeance,,,,,M,US,126523,54,0.239027684,13.877701,4.420992452,3.56508505,8648,-2.1564,0.21476,-2.3711,-2.8676,4.09,24665,https://www.goodreads.com/search?q=Preston+Douglas+Cold+Vengeance,0
"2011_Puchner,Eric_ModelHome_PW.txt",FIC,English,PW,,2011,Puchner,Eric,Eric,Puchner,ModelHome,,Scribner,PEN/FaulknerAwardforFiction,Shortlist,M,US,155217,53,0.197128255,14.38259822,4.237205967,3.486922433,8952,-2.3859,0.19849,-2.5844,-3.0885,3.48,1838,https://www.goodreads.com/search?q=Eric+Puchner+Model+Home,0
"2011_Revis,Beth_AcrosstheUniverse_SF.txt",FIC,English,SF,YA,2011,Revis,Beth,Beth,Revis,AcrosstheUniverse,,,,,F,US,126054,26,0.1989090909,12.77660653,3.939320483,2.969226762,7086,-2.2807,0.16799,-2.4487,-2.9432,3.77,117564,https://www.goodreads.com/search?q=+Acrossthe+Universe,1
"2011_Ringo,John_Citadel_SF.txt",FIC,English,SF,,2011,Ringo,John,John,Ringo,Citadel,,,,,M,US,166729,111,0.1447045708,12.64535457,4.304721595,3.2747765,6462,-2.1832,0.21689,-2.4001,-2.9321,4.31,6980,https://www.goodreads.com/search?q=John+Ringo+Citadel,0
"2011_Riordan,Rick_TheSonofNeptune_MG.txt",FIC,English,MID,,2011,Riordan,Rick,Rick,Riordan,TheSonOfNeptune,,,,,M,,153790,72,0.2189466711,11.47258486,4.248613159,3.079644378,8659,-2.2108,0.2179,-2.4287,-2.9527,4.42,494163,https://www.goodreads.com/search?q=Rick+Riordan+The+Son+Of+Neptune,0
"2011_Riordan,Rick_ThroneofFire_MG.txt",FIC,English,MID,,2011,Riordan,Rick,Rick,Riordan,ThroneOfFire,,,,,M,,145557,59,0.1150442478,12.50704588,4.108807807,3.13066864,7745,-2.2977,0.19642,-2.4941,-3.0148,4.19,187723,https://www.goodreads.com/search?q=Rick+Riordan+Throne+Of+Fire,1
"2011_Roberts,Nora_ChasingFire_BS.txt",FIC,English,BS,,2011,Nora,Roberts,Roberts,Nora,ChasingFire,,,,,F,US,183207,45,0.1632196758,12.47664124,3.959731175,2.981163373,10593,-2.2435,0.31003,-2.5535,-3.1178,4.13,37574,https://www.goodreads.com/search?q=Roberts+Nora+Chasing+Fire,0
"2011_Roberts,Nora_TheNextAlways_BS.txt",FIC,English,BS,,2011,Nora,Roberts,Roberts,Nora,TheNextAlways,,,,,F,US,127445,38,0.2027027027,11.73634773,3.97726475,2.878055584,6404,-2.3,0.22929,-2.5293,-3.0414,4.12,79124,https://www.goodreads.com/search?q=Roberts+Nora+The+Next+Always,0
"2011_Rothfuss,Patrick_WiseMansFear_BS.txt",FIC,English,BS,,2011,Patrick,Rothfuss,Rothfuss,Patrick,WiseMansFear,,,,,M,US,495645,128,0.0538240495,12.64465024,4.07070997,3.15678026,32141,-2.2999,0.20684,-2.5067,-3.5241,4.55,487708,https://www.goodreads.com/search?q=Rothfuss+Patrick+Wise+Mans+Fear,1
"2011_Safina,Carl_ASeainFlames_NF.txt",NON,English,MIX,,2011,Safina,Carl,Carl,Safina,AseainFlames,,,,,M,,122531,34,0.4190140845,17.72215794,4.494800793,4.051131511,1972,-2.1201,0.21114,-2.3312,-2.8371,3.75,151,https://www.goodreads.com/search?q=+Aseain+Flames,0.05
"2011_Sage,Angie_Darke_MG.txt",FIC,English,MID,,2011,Sage,Angie,Angie,Sage,Darke,,,,,F,,145903,73,0.1250195588,14.33936118,4.302859547,3.558925469,9626,-2.1845,0.20852,-2.393,-2.9217,4.24,27987,https://www.goodreads.com/search?q=Angie+Sage+Darke,0
"2011_Sandford,John_BuriedPrey_BS.txt",FIC,English,MY,,2011,Sandford,John,John,Sandford,BuriedPrey,,,,,M,US,133239,81,0.3543483678,15.35188386,3.997002341,3.286786844,7397,-2.2752,0.20618,-2.4814,-2.981,4.24,35202,https://www.goodreads.com/search?q=John+Sandford+Buried+Prey,0
"2011_Sandler,Karen_Tankborn_SF.txt",FIC,English,SF,,2011,Sandler,Karen,Karen,Sandler,Tankborn,,,,,F,US,120768,51,0.2082717873,13.60459615,4.255717276,3.399349863,7147,-2.319,0.16633,-2.4853,-2.9881,3.67,1452,https://www.goodreads.com/search?q=Karen+Sandler+Tankborn,0
"2011_Sawyer,RobertJ_Wonder_SF.txt",FIC,English,SF,YA,2011,Sawyer,RobertJ,RobertJ,Sawyer,Wonder,,,,,M,Canada,122051,52,0.2475679302,18.170463,4.31734347,3.906993373,4986,-2.2494,0.22735,-2.4767,-2.9639,4.39,934656,https://www.goodreads.com/search?q=+Wonder,0
"2011_Scalzi,John_FuzzyNation_SF.txt",FIC,English,SF,,2011,Scalzi,John,John,Scalzi,FuzzyNation,,,,,M,US,115226,48,0.338996139,14.12775871,4.289534353,3.506010821,6810,-2.1125,0.26999,-2.3825,-2.8766,4.12,30111,https://www.goodreads.com/search?q=John+Scalzi+Fuzzy+Nation,0
"2011_Schmidt,Gary_OkayforNow_MG.txt",FIC,English,MID,,2011,Schmidt,Gary,Gary,Schmidt,OkayForNow,,,,,M,,95469,55,0.1068012752,14.14565121,3.921390608,3.143321241,5051,-2.3154,0.15429,-2.4696,-2.9143,4.22,33273,https://www.goodreads.com/search?q=Gary+Schmidt+Okay+For+Now,1
"2011_Schroff,Laura_AnInvisibleThread_ME.txt",NON,English,MEM,,2011,Schroff,Laura,Laura,Schroff,AnInvisibleThread,,,,,F,,78569,40,0.5067484663,17.48308856,4.030946405,3.690260472,3467,-2.1571,0.24463,-2.4018,-2.8648,4.04,36640,https://www.goodreads.com/search?q=Laura+Schroff+An+Invisible+Thread,1
"2011_Selznick,Brian_Wonderstruck_MG.txt",FIC,English,MID,,2011,Selznick,Brian,Brian,Selznick,WonderStruck,,,,,M,,30798,11,0.5843439912,14.14699127,4.101092173,3.422835388,2209,-2.2566,0.11428,-2.3709,-2.7826,4.16,55664,https://www.goodreads.com/search?q=Brian+Selznick+Wonder+Struck,0
"2011_Shean,Michael_ShadowofaDeadStar_SF.txt",FIC,English,SF,,2011,Shean,Michael,Michael,Shean,ShadowofaDeadStar,,,,,M,US,125792,36,0.3998230871,16.73878909,4.285485436,3.815288486,7555,-2.2691,0.22969,-2.4988,-3.0095,3.64,276,https://www.goodreads.com/search?q=+Shadowofa+Dead+Star,0
"2011_Slaughter,Karin_Fallen_MY.txt",FIC,English,MY,,2011,Slaughter,Karin,Karin,Slaughter,Fallen,,,,,F,US,165738,65,0.2028101313,12.12155343,4.136212384,3.149976518,8413,-2.2626,0.23009,-2.4927,-3.0926,4.21,47799,https://www.goodreads.com/search?q=Karin+Slaughter+Fallen,0
"2011_Slonczewski,Joan_TheHighestFrontier_SF.txt",FIC,English,SF,,2011,Slonczewski,Joan,Joan,Slonczewski,TheHighestFrontier,,,,,F,US,202470,115,0.27459554,11.95641904,4.44530251,3.289850735,10062,-2.2625,0.20897,-2.4715,-3.0177,3.42,440,https://www.goodreads.com/search?q=Joan+Slonczewski+The+Highest+Frontier,0
"2011_Sparks,Nicholas_TheBestofMe_BS.txt",FIC,English,BS,,2011,Nicholas,Sparks,Sparks,Nicholas,TheBestofMe,,,,,M,US,123240,35,0.2659732541,16.36653386,4.148586645,3.623289317,6682,-2.1971,0.2521,-2.4492,-2.9906,3,2,https://www.goodreads.com/search?q=+The+Bestof+Me,0
"2011_SpencerFleming,Julia_OneWasASoldier_MY.txt",FIC,English,MY,,2011,SpencerFleming,Julia,Julia,SpencerFleming,OneWasASoldier,,,,,F,US,181510,84,0.1400587659,11.72166613,4.130338561,3.030911074,10507,-2.3149,0.19423,-2.5092,-3.074,4.14,5934,https://www.goodreads.com/search?q=+One+Was+A+Soldier,0
"2011_Stearns,Jason_DancingintheGlory_HIST.txt",NON,English,HIST,,2011,Stearns,Jason,Jason,Stearns,DancingintheGlory,,,,,M,US,145633,86,0.1499133449,22.64898911,4.785672089,4.896696093,4046,-2.2576,0.16138,-2.4189,-2.9661,4.17,4361,https://www.goodreads.com/search?q=+Dancinginthe+Glory,0
"2011_Steohens,John_TheEmeraldAtlas_MG.txt",FIC,English,MID,,2011,Stephens,John,John,Stephens,TheEmeraldAtlas,,,,,M,,130411,29,0.3057729941,13.05676812,4.171643991,3.200772402,9077,-2.3133,0.20324,-2.5166,-3.0307,3.94,21261,https://www.goodreads.com/search?q=John+Stephens+The+Emerald+Atlas,0
"2011_Stephenson,Neal_Reamde_SF.txt",FIC,English,SF,,2011,Stephenson,Neal,Neal,Stephenson,Reamde,,,,,M,US,476964,104,0.1882120328,19.42510385,4.335851828,4.132404745,23414,-2.2533,0.26566,-2.519,-3.5139,3.98,53515,https://www.goodreads.com/search?q=Neal+Stephenson+Reamde,0
"2011_Stevens,Chevy_NeverKnowing_MY.txt",FIC,English,MY,,2011,Stevens,Chevy,Chevy,Stevens,NeverKnowing,,,,,F,Canada,142008,26,0.1617083947,13.25195969,3.840948673,3.006640939,8364,-2.3217,0.2707,-2.5924,-3.136,3.87,23645,https://www.goodreads.com/search?q=Chevy+Stevens+Never+Knowing,1
"2011_Stevens,Taylor_TheInformationist_CT.txt",FIC,English,NYT,,2011,Stevens,Taylor,Taylor,Stevens,TheInformationist,,,,,F,US,129923,33,0.3281604845,17.59282329,4.263744292,3.829554252,8132,-2.1068,0.37472,-2.4816,-3.0226,3.78,10352,https://www.goodreads.com/search?q=Taylor+Stevens+The+Informationist,0
"2011_Stross,Charles_Rule34_SF.txt",FIC,English,SF,,2011,Stross,Charles,Charles,Stross,Rule34,,,,,M,UK,136650,53,0.0961832061,17.27560051,4.338022847,3.87039325,3217,-2.2683,0.20479,-2.4731,-2.965,2,1,https://www.goodreads.com/search?q=+Rule34,1
"2011_Tebow,Tim_ThroughMyEyes_ME.txt",NON,English,MEM,,2011,Tebow,Tim,Tim,Tebow,ThroughMyEyes,,,,,M,,108729,56,0.1326889279,22.06799269,4.134015137,4.126129445,2780,-2.3446,0.20573,-2.5503,-3.0328,3.93,11176,https://www.goodreads.com/search?q=Tim+Tebow+Through+My+Eyes,1
"2011_Thor,Brad_FullBlack_BS.txt",FIC,English,BS,,2011,Brad,Thor,Thor,Brad,FullBlack,,,,,M,US,139265,52,0.2590715048,15.49972176,4.313680804,3.735970285,6403,-2.1449,0.26796,-2.4129,-2.964,4.28,19924,https://www.goodreads.com/search?q=Thor+Brad+Full+Black,0
"2011_Twain,Shania_FromthisMomenton_ME.txt",NON,English,MEM,,2011,Twain,Shania,Shania,Twain,FromthisMomenton,,,,,F,,179704,68,0.1239242685,23.26867797,4.186062357,4.30385168,3498,-2.2888,0.17329,-2.4621,-3.0344,3.85,4784,https://www.goodreads.com/search?q=+Fromthis+Momenton,1
"2011_Ursu,Anne_Breadcrumbs_MG.txt",FIC,English,MID,,2011,Ursu,Anne,Anne,Ursu,Breadcrumbs,,,,,F,,78273,26,0.5663167939,12.49369513,4.053845558,3.118130217,4816,-2.2537,0.21859,-2.4723,-2.9291,3.75,12073,https://www.goodreads.com/search?q=Anne+Ursu+Breadcrumbs,0
"2011_Valente,Catherynne_TheGirlWhoCircumnavigatedFairyland_MG.txt",FIC,English,MID,,2011,Valente,Catherynne,Catherynne,Valente,TheGIrlWhoCircumnavigatedFairyland,,,,,F,,111058,37,0.4789674952,15.76408801,4.204427941,3.558514479,4818,-2.2043,0.21656,-2.4209,-2.9042,3.93,40019,https://www.goodreads.com/search?q=+The+G+Irl+Who+Circumnavigated+Fairyland,0
"2011_Vicary,Tim_BoldCounsel_MY.txt",FIC,English,MY,,2011,Vicary,Tim,Tim,Vicary,BoldCounsel,,,,,M,UK,194904,55,0.2524075013,13.18700947,4.105820842,3.241865426,8427,-2.1953,0.28165,-2.4769,-3.0908,4.1,338,https://www.goodreads.com/search?q=Tim+Vicary+Bold+Counsel,0
"2011_Vinge,Vernor_ChildrenoftheSky_SF.txt",FIC,English,SF,,2011,Vinge,Vernor,Vernor,Vinge,ChildrenoftheSky,,,,,M,US,269738,76,0.1734918098,13.74181059,4.416231272,3.585322746,12689,-2.3363,0.21151,-2.5478,-3.2129,3.65,6313,https://www.goodreads.com/search?q=+Childrenofthe+Sky,0
"2011_Ward,Jesmyn_SalvagetheBones_PW.txt",FIC,English,PW,,2011,Ward,Jesmyn,Jesmyn,Ward,SalvagetheBones,,Bloomsbury,TheNationalBookAwards,Winner,F,US,104477,26,0.177996178,15.27664863,3.957218146,3.270374008,7028,-2.3331,0.13288,-2.466,-2.9395,3.95,56195,https://www.goodreads.com/search?q=+Salvagethe+Bones,1
"2011_Watts,DuncanJ_EverythingisObvious_NF.txt",NON,English,MIX,,2011,Watts,DuncanJ,DuncanJ,Watts,EverythingisObvious,,,,,M,,91725,36,0.0647668394,33.97222222,4.82572289,5.737590382,237,-2.2028,0.097014,-2.2999,-2.7406,3.81,4543,https://www.goodreads.com/search?q=+Everythingis+Obvious,0
"2011_Weir,Andy_TheMartian_SF.txt",FIC,English,SF,,2011,Weir,Andy,Andy,Weir,TheMartian,,,,,M,US,134066,42,0.1322213181,12.32337531,4.095942106,3.090418911,4485,-2.2559,0.15295,-2.4088,-2.9114,4.41,959342,https://www.goodreads.com/search?q=Andy+Weir+The+Martian,1
"2011_West,Bing_TheWrongWar_NF.txt",NON,English,MIX,,2011,West,Bing,Bing,West,TheWrongWar,,,,,M,,117306,118,0.1133470226,17.02554427,4.679697163,4.165311154,4477,-2.223,0.23116,-2.4541,-2.9393,3.86,406,https://www.goodreads.com/search?q=Bing+West+The+Wrong+War,0
"2011_Whitehead,Colson_ZoneOne_SF.txt",FIC,English,SF,,2011,Whitehead,Colson,Colson,Whitehead,ZoneOne,,,,,M,US,101970,34,0.3761732852,18.81712493,4.564629794,4.275707269,3711,-2.3851,0.1497,-2.5348,-2.9923,3.26,21464,https://www.goodreads.com/search?q=Colson+Whitehead+Zone+One,0
"2011_Wilson,DanielH_Robopocalypse_SF.txt",FIC,English,SF,,2011,Wilson,DanielH,DanielH,Wilson,Robopocalypse,,,,,M,US,126355,53,0.0860271116,11.77257058,4.17086445,3.123287315,6973,-2.1515,0.16385,-2.3153,-2.8664,3.7,37769,https://www.goodreads.com/search?q=+Robopocalypse,1
"2011_Woodard,Colin_AmericanNations_HIST.txt",NON,English,HIST,,2011,Woodard,Colin,Colin,Woodard,AmericanNations,,,,,M,US,128498,60,0.1522533496,32.1245,5.167449042,5.850781583,803,-2.3002,0.084597,-2.3848,-2.8715,4.19,10292,https://www.goodreads.com/search?q=Colin+Woodard+American+Nations,0
"2011_Zentner,Alexi_Touch_PW.txt",FIC,English,PW,,2011,Zentner,Alexi,Alexi,Zentner,Touch,,AlfredA.Knopf,GovernorGeneralLiteraryAwardforfiction,Shortlist,M,Canada,87717,23,0.4006349206,21.88001996,4.121007765,3.989780445,5832,-2.2564,0.1936,-2.4499,-2.9287,3.67,1503,https://www.goodreads.com/search?q=Alexi+Zentner+Touch,1
"2011_Zweig,Stefan_TheWorldofYesterday_HIST.txt",NON,English,HIST,,2011,Zweig,Stefan,Stefan,Zweig,TheWorldofYesterday,German,,,,M,Austria,160145,62,0.0985221675,31.44413901,4.621168017,5.345472889,2616,-2.2922,0.17713,-2.4693,-3.0454,4.51,16070,https://www.goodreads.com/search?q=+The+Worldof+Yesterday,1
"2012_Ackroyd,Peter_Tudors_HIST.txt",NON,English,HIST,,2012,Ackroyd,Peter,Peter,Ackroyd,Tudors,,,,,M,UK,202509,114,0.1802928615,22.84365482,4.536511853,4.646959768,6714,-2.3552,0.21168,-2.5669,-3.1985,4.02,4491,https://www.goodreads.com/search?q=Peter+Ackroyd+Tudors,0
"2012_Adams,David_Lacuna_SF.txt",FIC,English,SF,,2012,Adams,David,David,Adams,Lacuna,,,,,M,US,96048,34,0.2505919495,15.40465116,4.401644641,3.733785702,5037,-2.1968,0.24606,-2.4429,-2.8991,3.44,1084,https://www.goodreads.com/search?q=David+Adams+Lacuna,0
"2012_Albom,Mitch_TimeKeeper_BS.txt",FIC,English,BS,,2012,Mitch,Albom,Albom,Mitch,TimeKeeper,,,,,M,US,47639,13,0.2558951965,12.01185073,4.198328445,3.188305257,2908,-2.3462,0.13958,-2.4857,-2.8813,3.87,104610,https://www.goodreads.com/search?q=Albom+Mitch+Time+Keeper,0
"2012_Alexander,Eben_ProofofHeaven_ME.txt",NON,English,MEM,,2012,Alexander,Eben,Eben,Alexander,ProofofHeaven,,,,,M,,53096,22,0.1776937618,21.68954248,4.353485756,4.366068226,1419,-2.1491,0.21461,-2.3637,-2.784,3.71,56623,https://www.goodreads.com/search?q=+Proofof+Heaven,1
"2012_Amar,AkhilReed_AmericasUnwritten_NF.txt",NON,English,MIX,,2012,Amar,Akhil,Akhil,Amar,AmericasUnwritten,,,,,M,,198974,88,0.1334093501,32.5120915,5.186166642,6.01211532,723,-2.1884,0.092686,-2.2811,-2.8899,4.11,343,https://www.goodreads.com/search?q=Akhil+Amar+Americas+Unwritten,0
"2012_Andrews,Lori_IKnowWhoYouAreandISawWhatYouDid_NF.txt",NON,English,MIX,,2012,Andrews,Lori,Lori,Andrews,IKnowWhoYouAre,,,,,F,,99609,52,0.1724617524,28.45158526,4.911119091,5.431386488,1388,-2.186,0.088384,-2.2743,-2.7539,3.61,423,https://www.goodreads.com/search?q=Lori+Andrews+I+Know+Who+You+Are,0
"2012_Applebaum,Anne_IronCurtain_HIST.txt",NON,English,HIST,,2012,Applebaum,Anne,Anne,Applebaum,IronCurtain,,,,,F,US,226403,133,0.1097399736,28.64772871,4.942198145,5.433542704,3400,-2.2994,0.10695,-2.4063,-3.0134,4.06,5729,https://www.goodreads.com/search?q=Anne+Applebaum+Iron+Curtain,0
"2012_Applegate,Katherine_TheOneandOnlyIvan_MG.txt",FIC,English,MID,,2012,Applegate,Katherine,Katherine,Applegate,TheOneAndOnlyIvan,,,,,F,,34037,14,0.2190319934,10.72707217,3.865651739,2.710474188,1956,-2.2432,0.1167,-2.3599,-2.7496,4.26,164020,https://www.goodreads.com/search?q=Katherine+Applegate+The+One+And+Only+Ivan,1
"2012_Armstead,Myra_FreedomsGardener_NF.txt",NON,English,MIX,,2012,Armstead,Myra,Myra,Armstead,FreedomsGardener,,,,,F,,74634,60,0.4749403341,32.61975524,4.996308663,5.702664514,592,-2.104,0.084678,-2.1887,-2.6223,4.07,14,https://www.goodreads.com/search?q=Myra+Armstead+Freedoms+Gardener,0
"2012_Ashby,Madeline_vN_SF.txt",FIC,English,SF,,2012,Ashby,Madeline,Madeline,Ashby,vN,,,,,F,US/Canada,114420,39,0.376560999,12.48853962,4.201932625,3.213348509,6585,-2.2807,0.21637,-2.4971,-2.992,3.88,743866,https://www.goodreads.com/search?q=+v+N,0
"2012_Baldacci,David_TheForgotten_BS.txt",FIC,English,BS,,2012,David,Baldacci,Baldacci,David,TheForgotten,,,,,M,US,146765,50,0.3485351023,11.89054525,4.126531656,3.142374083,7869,-2.1604,0.3355,-2.4959,-3.0365,4.12,58451,https://www.goodreads.com/search?q=Baldacci+David+The+Forgotten,0
"2012_Baldacci,David_TheInnocent_BS.txt",FIC,English,BS,,2012,David,Baldacci,Baldacci,David,TheInnocent,,,,,M,US,147608,38,0.4810996564,11.23177599,4.063685705,2.996727904,8000,-2.2829,0.21651,-2.4994,-3.0456,4.15,96844,https://www.goodreads.com/search?q=Baldacci+David+The+Innocent,0
"2012_Banks_Banks,IainM_SF.txt",FIC,English,SF,,2012,Banks,Ian,Ian,Banks,HydrogenSonata,,,,,M,UK,203101,56,0.198003992,18.04219597,4.492990208,4.121279821,7896,-2.1195,0.32406,-2.4435,-3.0638,4.19,21628,"https://www.goodreads.com/search?q=NA+Banks+Banks,+Iain+M",0
"2012_Banks,Russell_LostMemory_PW.txt",FIC,English,PW,,2012,Banks,Russell,Russell,Banks,LostMemory,,AlfredA.Knopf,PEN/FaulknerAwardforFiction,Shortlist,M,US,158258,36,0.0945040214,17.84596301,4.161893498,3.886608962,3883,-2.0684,0.27658,-2.345,-2.9324,3.59,6517,https://www.goodreads.com/search?q=Russell+Banks+Lost+Memory,1
"2012_Barclay,Linwood_TrustYourEyes_MY.txt",FIC,English,MY,,2012,Barclay,Linwood,Linwood,Barclay,TrustYourEyes,,,,,M,US/Canada,168133,49,0.2225483003,13.14463295,3.986764348,3.113765511,7593,-2.1613,0.29527,-2.4565,-3.0579,4.1,12691,https://www.goodreads.com/search?q=Linwood+Barclay+Trust+Your+Eyes,1
"2012_Barry,JohnM_RogerWilliams_NF.txt",NON,English,MIX,,2012,Barry,JohnM,JohnM,Barry,RogerWilliams,,,,,M,,171158,114,0.2007739586,22.98656997,4.789814703,4.854833848,3643,-2.2775,0.15702,-2.4345,-3.0021,4.15,2636,https://www.goodreads.com/search?q=+Roger+Williams,0
"2012_Binchy,Maeve_AWeekinWinter_BS.txt",FIC,English,BS,,2012,Maeve,Binchy,Binchy,Maeve,AWeekinWinter,,,,,F,Ireland,126647,83,0.1109953101,14.07501667,4.113786741,3.432347809,4479,-2.3102,0.20738,-2.5175,-3.0429,3.84,47906,https://www.goodreads.com/search?q=+A+Weekin+Winter,0
"2012_Binelli,Mark_DetroitCity_NF.txt",NON,English,MIX,,2012,Binelli,Mark,Mark,Binelli,DetroitCity,,,,,M,,124511,92,0.0515390122,26.11936228,4.668146546,4.910246718,3305,-2.2204,0.1755,-2.3959,-2.8764,3.84,2011,https://www.goodreads.com/search?q=Mark+Binelli+Detroit+City,0.96
"2012_Bonner,Raymond_AnatomyofInjusticeAMurderCaseGoneWrong_NF.txt",NON,English,MIX,,2012,Bonner,Raymond,Raymond,Bonner,AnatomyofInjustice,,,,,M,,116028,114,0.1317991632,18.37921749,4.465690991,4.113992672,4846,-2.1267,0.23481,-2.3616,-2.8801,4.16,1064,https://www.goodreads.com/search?q=+Anatomyof+Injustice,0
"2012_Boudinot,Ryan_BlueprintsoftheAfterlife_SF.txt",FIC,English,SF,,2012,Boudinot,Ryan,Ryan,Boudinot,BlueprintsoftheAfterlife,,,,,M,US,143633,72,0.1054506591,14.93532287,4.337643879,3.696014512,7271,-2.1994,0.20657,-2.406,-2.9253,3.69,2253,https://www.goodreads.com/search?q=+Blueprintsofthe+Afterlife,1
"2012_Brin,David_Existence_SF.txt",FIC,English,SF,,2012,Brin,David,David,Brin,Existence,,,,,M,US,295963,87,0.1291585127,15.45175942,4.679082827,4.044947622,9677,-2.3129,0.19752,-2.5104,-3.1799,3.76,6351,https://www.goodreads.com/search?q=David+Brin+Existence,0.01
"2012_Brogan,Tracy_CrazyLittleThing_ROM.txt",FIC,English,ROM,,2012,Brogan,Tracy,Tracy,Brogan,CrazyLittleThing,,,,,F,US,106104,40,0.1831460674,10.89139807,4.02984831,2.900641008,5791,-2.4025,0.18242,-2.5849,-3.0353,3.86,34087,https://www.goodreads.com/search?q=Tracy+Brogan+Crazy+Little+Thing,1
2012_BrownBrene_DaringGreatly.txt,NON,English,MIX,,2012,Brown,Brene,Brene,Brown,DaringGreatly,,,,,F,,77755,14,0.1822660099,20.79010695,4.451497449,4.355640623,1146,-2.2719,0.10941,-2.3813,-2.8129,4.27,173096,https://www.goodreads.com/search?q=Brene+Brown+Daring+Greatly,1
"2012_Buckell,TobiasS_ArcticRising_SF.txt",FIC,English,SF,,2012,Buckell,TobiasS,TobiasS,Buckell,ArcticRising,,,,,M,US/Grenada,101960,37,0.3453547628,13.23124838,4.225092994,3.365685039,6331,-2.2157,0.2231,-2.4388,-2.9113,4.32,2393,https://www.goodreads.com/search?q=+Arctic+Rising,0
"2012_Bujold,LoisMcMaster_CaptainVorpatrilsAlliance_SF.txt",FIC,English,SF,,2012,Bujold,LoisMcMaster,LoisMcMaster,Bujold,CaptainVorpatrilsAlliance,,,,,F,US,194240,85,0.2620481928,14.59134615,4.337673309,3.571667475,9392,-2.3727,0.20538,-2.5781,-3.1384,4.19,15084,https://www.goodreads.com/search?q=+Captain+Vorpatrils+Alliance,0
"2012_Burke,JamesLee_CreoleBelle_MY.txt",FIC,English,MY,,2012,Burke,JamesLee,JamesLee,Burke,CreoleBelle,,,,,M,US,226586,81,0.2079570417,14.74689229,4.056562051,3.38999621,10874,-2.2508,0.31892,-2.5697,-3.1998,4.17,7448,https://www.goodreads.com/search?q=+Creole+Belle,1
"2012_Byrne,David_HowMusicWorks_NF.txt",NON,English,MIX,,2012,Byrne,David,David,Byrne,HowMusicWorks,,,,,M,,139782,35,0.1079691517,24.61817541,4.563701786,4.819526428,795,-2.307,0.10954,-2.4165,-2.934,3.98,21313,https://www.goodreads.com/search?q=David+Byrne+How+Music+Works,1
"2012_Cahalan,Susannah_BrainonFire_NF.txt",NON,English,MIX,MEM,2012,Cahalan,Susannah,Susannah,Cahalan,BrainonFire,,,,,F,,89453,33,0.2366230678,17.66449447,4.341421601,3.954974391,4147,-2.2209,0.20039,-2.4213,-2.879,4.07,193331,https://www.goodreads.com/search?q=+Brainon+Fire,1
"2012_Caro,RobertA_ThePassageofPower_HIST.txt",NON,English,BIO,,2012,Caro,RobertA,RobertA,Caro,ThePassageofPower,,,,,M,US,475564,470,0.2038719201,26.26409676,4.525804031,4.607239429,13174,-2.1787,0.17622,-2.355,-3.3494,4.32,17356,https://www.goodreads.com/search?q=+The+Passageof+Power,0
"2012_Chandrasekaran,Rajiv_LittleAmerica_NF.txt",NON,English,MIX,,2012,Chandrasekaran,Rajiv,Rajiv,Chandrasekaran,LittleAmerica,,,,,M,,131297,92,0.0646551724,22.1785473,4.804396931,4.816535925,2870,-2.2641,0.17652,-2.4407,-2.9523,3.98,937,https://www.goodreads.com/search?q=Rajiv+Chandrasekaran+Little+America,0
"2012_Cherryh,CJ_Intruder_SF.txt",FIC,English,SF,,2012,Cherryh,CJ,CJ,Cherryh,Intruder,,,,,F,US,147021,70,0.1236197145,17.47130125,4.351508149,4.059868399,4387,-2.2025,0.2716,-2.4741,-3.0559,4.31,1857,https://www.goodreads.com/search?q=CJ+Cherryh+Intruder,0
"2012_Child,Lee_AWantedMan_BS.txt",FIC,English,BS,,2012,Lee,Child,Child,Lee,AWantedMan,,,,,M,UK,159141,29,0.3735224586,11.47706621,4.205277524,3.106338563,6953,-2.2262,0.25558,-2.4818,-3.0359,4.04,71005,https://www.goodreads.com/search?q=Child+Lee+A+Wanted+Man,0
"2012_Clancy,Tom_ThreatVector_BS.txt",FIC,English,BS,,2012,Tom,Clancy,Clancy,Tom,ThreatVector,,,,,M,US,236279,101,0.1728395062,17.4827229,4.30549577,3.931310213,10879,-2.1126,0.28104,-2.3937,-3.0714,4.16,15814,https://www.goodreads.com/search?q=Clancy+Tom+Threat+Vector,0
"2012_Colfer,Chris_ TheWishingSpell_MG.txt",FIC,English,MID,,2012,Colfer,Chris,Chris,Colfer,TheWishingSpell,,,,,M,,123950,40,0.2972378392,13.10669345,4.168616322,3.232852103,7923,-2.2514,0.17241,-2.4238,-2.9353,4.25,120628,https://www.goodreads.com/search?q=Chris+Colfer+The+Wishing+Spell,0
